Product_ID,Gender,Age,Product_Category_1,Product_Category_2,Product_Category_3,Purchase
P00223242,M,26-35,5,14,13,7048
P00103042,M,26-35,1,14,13,15849
P00085442,M,26-35,12,14,13,1752
P00003942,M,26-35,5,14,13,6987
P00001742,F,26-35,8,14,13,5857
P00176842,F,26-35,12,14,13,1735
P00184142,M,26-35,8,14,13,9756
P00045842,M,26-35,5,14,13,3743
P00012542,F,26-35,5,14,13,6954
P00058442,F,26-35,5,14,13,7041
P00121642,F,26-35,5,14,13,8778
P00002542,M,26-35,8,14,13,4072
P00150342,M,26-35,8,14,13,6188
P00207042,M,26-35,5,14,13,7064
P00052642,F,26-35,5,14,13,7011
P00021642,F,26-35,8,14,13,6089
P00007342,F,26-35,8,14,13,5844
P00141842,F,26-35,5,14,13,7179
P00197442,F,26-35,8,14,13,1990
P00048642,F,26-35,5,14,13,5471
P00085442,M,26-35,12,14,13,1434
P00217742,F,36-45,5,14,13,8702
P00313042,M,36-45,5,14,13,5183
P00121642,F,36-45,5,14,13,8599
P00220442,M,36-45,5,14,13,8858
P00229342,M,36-45,5,14,13,2028
P00085542,F,36-45,5,14,13,8645
P00194542,M,36-45,8,14,13,8081
P00001742,M,36-45,8,14,13,9712
P00223242,M,36-45,5,14,13,5304
P00279342,M,36-45,5,14,13,5314
P00217742,M,36-45,5,14,13,3631
P00212542,M,36-45,8,14,13,4018
P00119542,M,36-45,8,14,13,2209
P00227742,F,36-45,5,14,13,7110
P00288442,F,36-45,5,14,13,6866
P00141442,M,36-45,8,14,13,6123
P00223242,M,36-45,5,14,13,5185
P00129542,M,46-50,8,14,13,5839
P00129542,M,46-50,8,14,13,6153
P00309542,M,46-50,5,14,13,5319
P00066442,F,46-50,5,14,13,6950
P00212542,F,46-50,8,14,13,4028
P00045842,F,46-50,5,14,13,6986
P00040442,F,46-50,5,14,13,6862
P00045542,M,46-50,5,14,13,6975
P00058442,F,46-50,5,14,13,6938
P00002542,F,46-50,8,14,13,6010
P00312942,M,46-50,8,14,13,9821
P00058442,F,51-55,5,14,13,8851
P00083842,F,51-55,5,14,13,7159
P00273642,F,51-55,8,14,13,9695
P00002542,F,51-55,8,14,13,5900
P00117442,M,55+,5,14,13,8596
P00157542,M,55+,8,14,13,9788
P00223242,M,55+,5,14,13,5354
P00090842,M,18-25,11,15,13,7552
P00042242,M,18-25,5,15,13,3497
P00019142,M,18-25,11,15,13,3068
P00346342,M,18-25,1,15,13,11400
P00226442,M,18-25,11,15,13,3172
P00042242,M,26-35,5,15,13,5411
P00003242,M,26-35,8,15,13,6027
P00221542,M,26-35,5,15,13,7040
P00183242,M,26-35,5,15,13,5180
P00220142,M,26-35,1,15,13,11935
P00070542,M,26-35,3,15,13,13689
P00246742,M,26-35,11,15,13,1629
P00310142,M,26-35,5,15,13,6931
P00070542,M,26-35,3,15,13,13293
P00346142,M,26-35,1,15,13,19247
P00117942,F,26-35,5,15,13,7193
P00217242,M,26-35,1,15,13,12009
P00335442,M,26-35,1,15,13,7880
P00323942,M,26-35,8,15,13,9993
P00100642,M,26-35,5,15,13,5429
P00042942,M,26-35,1,15,13,15851
P00233542,M,36-45,1,15,13,19068
P00346142,F,36-45,1,15,13,15208
P00355142,M,36-45,1,15,13,15651
P00323942,F,36-45,8,15,13,9832
P00178642,F,36-45,5,15,13,7055
P00065342,M,36-45,2,15,13,6368
P00346142,M,46-50,1,15,13,15854
P00140742,M,46-50,1,15,13,15912
P00145442,M,46-50,8,15,13,7888
P00140742,M,46-50,1,15,13,11799
P00233542,M,46-50,1,15,13,15853
P00269542,M,46-50,11,15,13,6073
P00100642,M,51-55,5,15,13,8609
P00361842,F,0-17,15,16,13,17271
P00044142,F,18-25,8,16,13,5912
P0098242,M,18-25,1,16,13,15517
P00327842,F,18-25,8,16,13,9846
P00251542,F,18-25,11,16,13,6025
P00127242,M,18-25,1,16,13,15715
P00147942,M,18-25,1,16,13,15244
P00028042,M,18-25,1,16,13,8159
P00074442,M,18-25,1,16,13,11822
P00317942,F,18-25,8,16,13,7884
P00147342,M,18-25,15,16,13,12790
P00008842,M,18-25,1,16,13,15563
P00016042,M,18-25,1,16,13,11916
P00214242,M,18-25,1,16,13,7589
P00338442,F,18-25,1,16,13,11808
P00309142,M,18-25,1,16,13,8305
P00229742,M,18-25,1,16,13,11635
P00005042,M,18-25,6,16,13,19928
P00247542,M,26-35,8,16,13,5958
P00338442,M,26-35,1,16,13,11415
P00021242,M,26-35,8,16,13,6098
P00084442,F,26-35,13,16,13,758
P00208342,M,26-35,1,16,13,15524
P00044442,M,26-35,1,16,13,15469
P00147742,M,26-35,1,16,13,11925
P00147742,M,26-35,1,16,13,11420
P00187842,M,26-35,1,16,13,11430
P00162442,M,26-35,1,16,13,11404
P00317942,F,26-35,8,16,13,5878
P00127242,M,26-35,1,16,13,15734
P00042342,M,26-35,8,16,13,5996
P00117642,M,26-35,10,16,13,23603
P00050642,M,26-35,15,16,13,12850
P00001642,M,26-35,8,16,13,8045
P00304442,M,26-35,1,16,13,15479
P00133442,M,26-35,1,16,13,11601
P00159842,M,26-35,1,16,13,4251
P00317342,M,26-35,8,16,13,8140
P00005042,M,26-35,6,16,13,16128
P00044442,F,26-35,1,16,13,15688
P00293242,M,26-35,8,16,13,6018
P00046142,M,26-35,1,16,13,19091
P00048142,M,26-35,1,16,13,15800
P00004742,M,36-45,6,16,13,8481
P00198042,M,36-45,11,16,13,6108
P00112342,M,36-45,13,16,13,584
P00127242,M,36-45,1,16,13,7963
P00303342,M,36-45,1,16,13,11859
P00329742,F,36-45,6,16,13,12422
P00147942,M,36-45,1,16,13,19420
P00216142,M,36-45,1,16,13,19409
P00126142,M,36-45,8,16,13,7909
P00046142,M,36-45,1,16,13,15393
P00338442,M,36-45,1,16,13,11867
P00328142,M,36-45,8,16,13,5973
P00010842,M,36-45,8,16,13,6013
P00010842,M,36-45,8,16,13,9941
P00084642,M,36-45,13,16,13,929
P00009342,M,36-45,1,16,13,15492
P00267542,M,36-45,1,16,13,12111
P00061142,M,36-45,8,16,13,6187
P00127242,M,36-45,1,16,13,15244
P00084642,F,36-45,13,16,13,770
P00010842,F,36-45,8,16,13,9885
P00112342,F,36-45,13,16,13,959
P00140042,M,36-45,1,16,13,15544
P00198042,M,36-45,11,16,13,4681
P00327842,M,36-45,8,16,13,5881
P0097242,M,46-50,1,16,13,15686
P00216142,M,46-50,1,16,13,15333
P00001642,M,46-50,8,16,13,6129
P00165742,M,46-50,8,16,13,7994
P00338442,M,46-50,1,16,13,11693
P00010842,F,46-50,8,16,13,10022
P00139742,M,46-50,8,16,13,4039
P00332242,M,46-50,1,16,13,11476
P00361842,F,46-50,15,16,13,17320
P00078142,F,46-50,8,16,13,7890
P00303342,F,46-50,1,16,13,15739
P00304442,M,46-50,1,16,13,15378
P00132042,M,51-55,13,16,13,742
P00327842,M,51-55,8,16,13,7799
P00005042,M,51-55,6,16,13,8657
P00074442,M,51-55,1,16,13,11715
P00214242,M,51-55,1,16,13,7821
P00293242,M,55+,8,16,13,9859
P00160942,M,55+,1,16,13,15433
P00248542,M,55+,8,16,13,6078
P00051442,M,18-25,8,17,13,9879
P00284042,M,18-25,8,17,13,2304
P00071442,M,18-25,15,17,13,16651
P00192642,F,26-35,8,17,13,6171
P00117142,M,26-35,2,17,13,15903
P00120842,M,26-35,8,17,13,9894
P00120342,M,26-35,5,17,13,8637
P00115942,M,26-35,8,17,13,7908
P00051442,M,26-35,8,17,13,10024
P00176042,M,26-35,8,17,13,6146
P00051442,F,36-45,8,17,13,9735
P00175742,F,36-45,8,17,13,9956
P00115942,F,36-45,8,17,13,7773
P00120342,M,36-45,5,17,13,6923
P00101942,M,36-45,8,17,13,7995
P00111542,M,36-45,2,17,13,12920
P00120342,M,46-50,5,17,13,7179
P00111542,M,46-50,2,17,13,16122
P00331242,F,51-55,12,17,13,1432
P00118142,F,51-55,8,17,13,8088
P00051442,M,55+,8,17,13,7824
P00111542,M,55+,2,17,13,13324
P00690422,F,0-17,3,10,13,8370
P00087842,F,0-17,12,10,13,1422
P00339542,M,0-17,1,10,13,19525
P00124842,M,0-17,11,10,13,4654
P00250642,M,0-17,11,10,13,4664
P00244842,M,0-17,11,10,13,1539
P00317842,F,0-17,8,10,13,5935
P00330642,F,0-17,5,10,13,5277
P00031642,M,0-17,5,10,13,8588
P00340642,M,0-17,5,10,13,8817
P00366542,F,18-25,5,10,13,1780
P00258742,M,18-25,5,10,13,6976
P00021742,M,18-25,5,10,13,6973
P00077042,M,18-25,5,10,13,7177
P00280542,M,18-25,11,10,13,4570
P00192942,F,18-25,5,10,13,6996
P00150542,F,18-25,5,10,13,6917
P00347142,F,18-25,5,10,13,5329
P00326742,F,18-25,11,10,13,5942
P00218342,F,18-25,5,10,13,8701
P00259042,F,18-25,5,10,13,8757
P00279442,M,18-25,16,10,13,12464
P00235242,F,18-25,8,10,13,5915
P00123142,M,18-25,11,10,13,7614
P00103142,M,18-25,1,10,13,3978
P00305542,M,18-25,11,10,13,7478
P00031042,M,18-25,8,10,13,8043
P00234742,M,18-25,8,10,13,5881
P00021742,M,18-25,5,10,13,8587
P00214542,M,18-25,8,10,13,2226
P00289742,M,18-25,8,10,13,9938
P00249142,M,18-25,5,10,13,7076
P00255542,M,18-25,5,10,13,6909
P00250842,M,18-25,8,10,13,6144
P00027142,M,18-25,8,10,13,5986
P00370242,F,18-25,5,10,13,3545
P00340642,F,18-25,5,10,13,1868
P00358242,F,18-25,8,10,13,5916
P00255842,F,18-25,16,10,13,16416
P00278042,F,18-25,1,10,13,19464
P00014042,F,18-25,1,10,13,19394
P00115442,M,18-25,8,10,13,8075
P00212742,M,18-25,5,10,13,8801
P00154642,M,18-25,8,10,13,5945
P00109342,M,18-25,5,10,13,5418
P00017042,M,18-25,8,10,13,8127
P00270142,M,18-25,5,10,13,3709
P00367142,M,18-25,11,10,13,1498
P00013742,M,18-25,5,10,13,5289
P00250242,M,18-25,5,10,13,7170
P00250342,M,18-25,16,10,13,16772
P00317842,M,18-25,8,10,13,5953
P00214142,M,18-25,8,10,13,9756
P00159942,M,18-25,5,10,13,8744
P00249142,F,18-25,5,10,13,7059
P00010242,F,18-25,5,10,13,8844
P00014742,M,18-25,11,10,13,1534
P00079442,M,18-25,8,10,13,3923
P00283942,M,18-25,5,10,13,3506
P00208942,M,18-25,6,10,13,4000
P00340642,M,18-25,5,10,13,3460
P00305142,M,18-25,1,10,13,11575
P00138242,M,18-25,1,10,13,3916
P00035742,M,18-25,11,10,13,2952
P00111042,M,18-25,15,10,13,16856
P00238442,M,18-25,6,10,13,19966
P00270242,M,18-25,8,10,13,7786
P00318142,M,18-25,2,10,13,9752
P00110542,M,18-25,8,10,13,9942
P00014542,M,18-25,8,10,13,5966
P0098542,M,18-25,8,10,13,6182
P00031542,M,18-25,5,10,13,5346
P00258742,M,18-25,5,10,13,8902
P00274942,M,26-35,8,10,13,7871
P00014542,M,26-35,8,10,13,3957
P00031342,M,26-35,8,10,13,6073
P00156442,M,26-35,8,10,13,9872
P00213742,M,26-35,8,10,13,9743
P00214442,M,26-35,8,10,13,5982
P00039942,M,26-35,8,10,13,5887
P00166242,M,26-35,8,10,13,4209
P00348242,M,26-35,8,10,13,7803
P00346642,F,26-35,8,10,13,2230
P00043242,M,26-35,5,10,13,1848
P00057242,M,26-35,5,10,13,3624
P00022842,M,26-35,5,10,13,5275
P00346642,M,26-35,8,10,13,7814
P00323742,M,26-35,8,10,13,9836
P00116342,M,26-35,2,10,13,16500
P00357842,M,26-35,5,10,13,6967
P00174442,M,26-35,5,10,13,8621
P00282642,M,26-35,5,10,13,7030
P00150542,M,26-35,5,10,13,7172
P00197542,M,26-35,5,10,13,7171
P00048742,M,26-35,5,10,13,7139
P00110142,M,26-35,7,10,13,16280
P00267742,M,26-35,5,10,13,3664
P00331842,M,26-35,16,10,13,16866
P00288642,M,26-35,16,10,13,20442
P00288042,M,26-35,8,10,13,4013
P00313142,M,26-35,8,10,13,5914
P00195442,M,26-35,5,10,13,7176
P00255842,M,26-35,16,10,13,20961
P00312742,M,26-35,15,10,13,4338
P00303742,M,26-35,8,10,13,5897
P00323042,M,26-35,5,10,13,7001
P00344742,M,26-35,5,10,13,1747
P00288042,M,26-35,8,10,13,7781
P00041642,M,26-35,5,10,13,3694
P00050542,M,26-35,5,10,13,3696
P00006442,M,26-35,5,10,13,3580
P00335542,F,26-35,8,10,13,5845
P00117542,M,26-35,18,10,13,3794
P00089342,M,26-35,8,10,13,9856
P00288542,M,26-35,8,10,13,8000
P00212242,M,26-35,8,10,13,10038
P00302942,M,26-35,8,10,13,7796
P00026342,M,26-35,8,10,13,7820
P00114142,M,26-35,8,10,13,9940
P00271142,M,26-35,5,10,13,8842
P00348242,M,26-35,8,10,13,7959
P00282642,M,26-35,5,10,13,6855
P00288642,M,26-35,16,10,13,16579
P00041542,F,26-35,8,10,13,7973
P00278642,M,26-35,5,10,13,5223
P00021742,M,26-35,5,10,13,6996
P00014042,M,26-35,1,10,13,7836
P00019942,M,26-35,1,10,13,8289
P00366542,M,26-35,5,10,13,3612
P00013942,M,26-35,5,10,13,2021
P00014542,M,26-35,8,10,13,5959
P00021742,M,26-35,5,10,13,8649
P00358242,M,26-35,8,10,13,2018
P00232342,M,26-35,11,10,13,2967
P00179042,M,26-35,11,10,13,4543
P00180942,M,26-35,11,10,13,1474
P00037542,M,26-35,1,10,13,15383
P00100842,M,26-35,5,10,13,8709
P00250242,M,26-35,5,10,13,8751
P00152442,F,26-35,8,10,13,9972
P00218642,M,26-35,5,10,13,3622
P00020142,F,26-35,7,10,13,21002
P00274942,F,26-35,8,10,13,9746
P00227542,F,26-35,13,10,13,928
P00226742,F,26-35,11,10,13,1558
P00213742,M,26-35,8,10,13,6151
P00163842,M,26-35,8,10,13,6140
P00100842,M,26-35,5,10,13,7047
P00369742,M,26-35,5,10,13,8752
P00069042,M,26-35,3,10,13,10715
P00277942,M,26-35,1,10,13,15210
P00283942,M,26-35,5,10,13,6998
P00358742,F,26-35,5,10,13,6894
P00370342,F,26-35,8,10,13,7964
P00211142,F,26-35,5,10,13,5180
P00152742,F,26-35,5,10,13,7009
P00211042,F,26-35,5,10,13,5205
P00148342,F,26-35,5,10,13,7159
P00134342,F,26-35,5,10,13,7087
P00288042,M,26-35,8,10,13,7999
P00089442,M,26-35,8,10,13,7861
P00021742,M,26-35,5,10,13,7034
P00139942,M,26-35,5,10,13,6898
P00194442,M,26-35,5,10,13,5139
P00178442,M,26-35,5,10,13,5187
P00100842,M,26-35,5,10,13,6897
P00279642,M,26-35,7,10,13,8466
P00271142,M,26-35,5,10,13,8698
P00285742,M,26-35,8,10,13,8015
P00329342,M,26-35,5,10,13,5446
P00297942,F,36-45,8,10,13,5875
P00266842,F,36-45,5,10,13,8854
P00032442,F,36-45,5,10,13,5152
P00105942,F,36-45,5,10,13,7089
P00087242,F,36-45,14,10,13,7947
P00312142,F,36-45,8,10,13,10007
P00275642,F,36-45,8,10,13,4166
P00278642,F,36-45,5,10,13,6927
P00102442,M,36-45,8,10,13,5980
P00213742,M,36-45,8,10,13,9834
P00013742,F,36-45,5,10,13,5234
P00188942,F,36-45,8,10,13,9844
P00203142,F,36-45,16,10,13,16698
P00289542,F,36-45,8,10,13,8138
P00326642,F,36-45,8,10,13,7766
P00111442,F,36-45,8,10,13,7965
P00087242,F,36-45,14,10,13,11279
P00104842,M,36-45,8,10,13,9889
P00219842,M,36-45,5,10,13,7190
P00278642,M,36-45,5,10,13,5252
P00293742,F,36-45,8,10,13,7976
P00315442,F,36-45,1,10,13,11670
P00297642,F,36-45,8,10,13,6150
P00089042,F,36-45,13,10,13,940
P00337942,M,36-45,5,10,13,7108
P00274942,M,36-45,8,10,13,4102
P00274242,M,36-45,1,10,13,8310
P00013942,M,36-45,5,10,13,5149
P00102042,M,36-45,5,10,13,3627
P00248142,M,36-45,5,10,13,3639
P00278042,M,36-45,1,10,13,15181
P00348742,M,36-45,16,10,13,16379
P00007042,M,36-45,1,10,13,11971
P00338542,M,36-45,1,10,13,19304
P00339542,M,36-45,1,10,13,19090
P00121042,F,36-45,15,10,13,16616
P00027142,F,36-45,8,10,13,7968
P00114142,F,36-45,8,10,13,9932
P00116742,F,36-45,11,10,13,2944
P00289642,F,36-45,8,10,13,8057
P00101142,F,36-45,8,10,13,7892
P00203142,F,36-45,16,10,13,16813
P00129642,F,36-45,5,10,13,5381
P00274042,F,36-45,1,10,13,19177
P00091842,F,36-45,8,10,13,7805
P00294542,M,36-45,8,10,13,5865
P00174442,M,36-45,5,10,13,8697
P00248142,M,36-45,5,10,13,5415
P00022542,M,36-45,5,10,13,1916
P00252442,M,36-45,8,10,13,9795
P00289042,M,36-45,8,10,13,7948
P00105942,M,36-45,5,10,13,5474
P00285442,M,46-50,8,10,13,7854
P00111742,M,46-50,15,10,13,17391
P00293742,M,46-50,8,10,13,6074
P00032842,M,46-50,8,10,13,6119
P00351842,M,46-50,5,10,13,5265
P00241142,M,46-50,8,10,13,7909
P00154642,M,46-50,8,10,13,3897
P00102542,M,46-50,8,10,13,6109
P00285442,M,46-50,8,10,13,6139
P00121142,M,46-50,8,10,13,5897
P00228242,M,46-50,8,10,13,3990
P00110542,M,46-50,8,10,13,7995
P00279942,M,46-50,8,10,13,4124
P00303742,M,46-50,8,10,13,7772
P00124842,M,46-50,11,10,13,1582
P00210142,F,46-50,14,10,13,4325
P00303542,F,46-50,5,10,13,1828
P00228142,F,46-50,5,10,13,7159
P00156442,F,46-50,8,10,13,7968
P0097142,F,46-50,12,10,13,1720
P00212942,F,46-50,5,10,13,7061
P00283942,F,46-50,5,10,13,6868
P00170442,F,46-50,5,10,13,3624
P00120242,F,46-50,8,10,13,7809
P00313342,F,46-50,5,10,13,7019
P00003642,M,46-50,8,10,13,7857
P00323742,M,46-50,8,10,13,9753
P00183142,M,46-50,15,10,13,17403
P00298242,M,46-50,8,10,13,5823
P00300942,M,46-50,16,10,13,12163
P0097142,M,46-50,12,10,13,1058
P00195642,M,46-50,5,10,13,7085
P00244642,M,46-50,11,10,13,4497
P00090542,M,46-50,16,10,13,16498
P00274142,M,46-50,1,10,13,19234
P00250842,F,46-50,8,10,13,8126
P00124642,F,46-50,16,10,13,16828
P00304842,F,46-50,8,10,13,9872
P00240142,F,46-50,5,10,13,7141
P00024042,M,46-50,7,10,13,20915
P00313342,M,46-50,5,10,13,8689
P00064942,M,46-50,8,10,13,10062
P00125742,M,46-50,8,10,13,10040
P00285742,M,46-50,8,10,13,8065
P00299842,M,51-55,8,10,13,6198
P00313342,M,51-55,5,10,13,5185
P00114742,F,51-55,8,10,13,5899
P00113942,F,51-55,8,10,13,3993
P00120942,F,51-55,8,10,13,8084
P00317842,F,51-55,8,10,13,8007
P00030642,F,51-55,8,10,13,6141
P00331642,F,51-55,12,10,13,1384
P00050242,F,51-55,8,10,13,7864
P00131942,F,51-55,7,10,13,8784
P00150542,M,51-55,5,10,13,2048
P00003642,F,51-55,8,10,13,9878
P00178342,F,51-55,8,10,13,7771
P00114542,M,51-55,5,10,13,1827
P00119242,M,51-55,18,10,13,2318
P00057242,M,51-55,5,10,13,5375
P00214342,M,51-55,5,10,13,7021
P00181842,M,51-55,11,10,13,6053
P00304742,M,51-55,8,10,13,5955
P00307342,M,51-55,8,10,13,6139
P00285442,M,55+,8,10,13,7969
P00329342,M,55+,5,10,13,3482
P00362342,F,55+,5,10,13,1747
P00027542,M,55+,8,10,13,6122
P00029242,M,55+,8,10,13,7786
P0097842,M,55+,5,10,13,6975
P00214342,M,55+,5,10,13,2010
P00001942,M,55+,5,10,13,7178
P00291042,M,55+,8,10,13,7904
